	sample_received_month	latitude	longitude	elevation	pH_laboratory	tta_laboratory	cfu_lab	cfu_yeasts	r_samp_source	r_samp_country	covid	r_dough_source	r_dough_stor_device	r_dough_cover	r_yeast_usage_prior	r_flour_type_red_red	r_flour_quality	r_flour_organic	r_flour_change	r_water_type	r_flour_additions	r_backslop_freq	r_refreshment_flour	r_temp_feeding	r_time_feeding	r_stor_feeding	r_dough_size_feeding	r_temp_storage	r_ph_value_citizen	cat	dog	other_with_hair	other_without_hair	r_plants	r_kids	r_flour_comp_not_determ	r_wheat	r_semi_wholemeal_wheat	r_wholemeal_wheat	r_rye	r_wholemeal_rye	r_wholemeal_spelt	r_spelt	r_barley	r_other_wheat_varieties	r_gluten_free_flour	p_number_sourdoughs	p_after_feeding	p_bread_making_frequency	p_skill	p_perceived_health_benefits	p_alcoholic_beverage	p_acid_beverage	p_dairy_products	p_fermented_vegetables_fruits	p_other_fermentations	dough_age	sample_transport_dur	dough_yield	s_grain_cereal_score	s_fermented_score	s_veggie_score	s_animal_score	s_chemical_score	s_body_odour_score	s_fruity_score	s_toasted_score	s_sour_score	s_ocean_score	s_earthy_score	s_fermented_dairy_score	s_nutty_score	hub	cluster
ea246	April	60.24	25.04	20	3.72	14.55	9.408	7.246	household	Finland	covid	started myself	glass jar	closed lid	no	wheat	endosperm	no	yes	tap water	no	1	77	20	9	kitchen counter	225	20	5	no	yes	no	no	yes	yes	no	1	0	0	0	0	0	0.1	0	0	0	1	keep at RT	1	2 to 5	yes	no	no	no	no	no	4	0	200	2	1	2	1	2	1	1	0	1	1	1	1	1	UH	3
ea798	April	59.86	17.64	15	3.69	13.5			household	Sweden	covid	received from a bakery	glass jar	loose lid	no	wheat	endosperm	yes	yes	tap water	no	4	145	27	5	warm place	200	3	5	no	no	no	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	0.5 to 2	yes	no	no	no	no	no	2	0	200	1	1	1	0	0	0	0	1	1	0	1	0	0	UH	3
eab10	May	60.47	25.09	40	3.79	14.51			household	Finland	covid	started myself	glass jar	closed lid	no	wheat	endosperm	no	yes	tap water	no	2	35	29	5	other	75	4	4	no	yes	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0	2	fridge	4	2 to 5	no	no	no	no	no	no	4	0	200	1	0	0	0	0	0	1	0	0	0	0	1	0	UH	1
eeb6d	November	60.24	24.96	10	3.9	12.42	9.375	7.86	household	Finland	post	received from a bakery	glass jar	closed lid	no	wheat	endosperm	no	no	tap water	no	2	100	22	20	kitchen counter	100	5	4.4	no	no	no	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	3	keep at RT	4	>5	yes	no	no	yes	no	no	1	0	200	1	0	0	0	0	0	1	0	0	0	0	0	0	UH	5
effcf	February	60.99	24.46	90	3.83	10.03	9.319	7.063	household	Finland	covid	started myself	glass jar	loose lid	no	wheat	endosperm	yes	yes	tap water	no	4	100	25	5	warm place	50	6	4.1	no	no	no	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	1	keep at RT	8	2 to 5	yes	no	no	no	no	no	3	0	200	2	0	0	0	0	0	0	0	0	0	0	0	0	UH	3
f3a20	November	60.29	24.97	20	3.78	14.35	9.371	7.402	household	Finland	post	received from a home baker	glass jar	closed lid	no	wheat	endosperm	no	no	tap water	no	2	150	25	12	other	50	4	4.1	no	no	no	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0	2	keep at RT	1	0.5 to 2	yes	no	no	no	yes	no	1	0	200	1	0	0	0	1	0	0	0	1	0	0	2	0	UH	3
f63f9	April	57.71	11.97	30	3.94	17.8	9.207	8.068	household	Sweden	covid	started myself	glass jar	loose lid	yes	other	mix	yes	no	tap water	no	2	40	20	8	kitchen counter	80	4	4	no	no	no	no	yes	no	no	0.7	0	0.7	0.15	0	0	0	0	0	0.15	1	fridge	4	2 to 5	yes	no	yes	yes	no	no	3	0	200	1	1	1	0	1	1	1	0	1	1	1	1	0	UH	3
f6515	April	55.48	13.49	20	4.16	12.1			household	Sweden	pre	received from a home baker	glass jar	closed lid	yes	other	mix	yes	yes	tap water	no	4	155	22	10	kitchen counter	100	5	4	no	no	no	no	yes	no	no	0.6	0	0	0.4	0	0	0	0	0	0	1	fridge	4	>5	yes	no	no	no	yes	no	20	0	200	0	0	0	0	0	0	0	0	1	0	0	2	0	UH	1
fc154	June	63.06	22.18	15	3.76	16.31			household	Finland	covid	started myself	glass jar	closed lid	no	wheat	endosperm	no	yes	tap water	no	2	50	20	8	kitchen counter				yes	no	no	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	1	keep at RT	3	2 to 5	yes	no	no	no	no	no	4		200														UH	3
vubh053	November	50.85	4.39	80	3.89	15.51	8.8	7.27	household	Belgium	post	started myself	glass jar	closed lid	yes	wheat	endosperm	no	no	tap water	no	4	60	18	4	kitchen counter	100	5	4.1	yes	no	no	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	2	fridge	4	2 to 5	yes	no	yes	no	yes	no	1	2	200	0	0	0	0	1	0	1	0	1	0	0	0	0	VUB	3
vubh059	January	52.15	4.52	0	3.64	18.45	7.83	5.99	household	Netherlands	covid	started myself	glass jar	other	no	wheat	wholemeal	yes	no	tap water	no	3	50	18	6	fridge	100	4	4.5	no	no	no	no	yes	no	no	0	0	1	0	0	0	0	0	0	0	1	fridge	4	>5	yes	no	no	no	yes	no	3		250	2	0	0	0	0	0	1	0	1	0	0	1	0	VUB	5
vubh099	June	52.47	4.79	-3	3.72	20.799	8.84	8.26	household	Netherlands	pre	received from a home baker	glass jar	closed lid	yes	rye	wholemeal	yes	yes	tap water	no	1	253	22	10	warm place	430	4	3.8	no	no	no	no	no	yes	no	0	0	0	0	1	0	0	0	0	0	1	fridge	1	2 to 5	yes	no	no	no	yes	no	4	1	217.7865613	1	0	1	0	1	0	1	1	0	0	0	0	0	VUB	3
vubh098	May	51.99	5.67	11	3.65	19.885	9.19	7.09	household	Netherlands	covid	received from a home baker	glass jar	loose lid	yes	wheat	endosperm	yes	yes	tap water	no	8	60	18.5	9.5	kitchen counter	300	6	3.8	yes	no	no	no	yes	no	no	1	0	0	0.5	0	0	0	0	0	0	1	fridge	12	2 to 5	no	no	yes	no	no	no	2	3	200	0	1	0	1	0	1	0	0	0	1	0	2	0	VUB	3
vubh076	April	43.29	6.13	207	3.9	21.611	9.24	7.26	household	France	covid	started myself	glass jar	loose lid	yes	rye	wholemeal	yes	yes	tap water	no	8	30	20	24	kitchen counter	65	8	4.5	no	no	no	no	yes	no	no	0	0	0	0	1	0	0	0	0	0	1	fridge	8	2 to 5	yes	no	no	no	no	no	4		200	0	1	0	0	0	0	0	0	1	0	0	0	0	VUB	3
vubh083	May	44.69	-0.42	10	3.54	17.714	9.01	6.17	household	France	post	started myself	glass jar	other	yes	wheat	endosperm	yes	yes	tap water (descaled/filtered)	no	4	70	30	3	warm place	40	4	4.4	no	no	no	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	2 to 5	yes	no	yes	yes	no	no	0	9	200	2	1	0	0	1	0	0	0	0	0	0	0	0	VUB	3
vubh079	April	45.44	5.44	463	3.64	24.54	8.41	7.61	household	France	pre	received from a bakery	glass jar	closed lid	yes	rye	wholemeal	yes	yes	tap water	no	30	52	18	11	kitchen counter	5	18	4.3	no	yes	no	no	yes	no	no	0	0	0	0	1	0	0	0	0	0	1	keep at RT	12	>5	yes	no	no	no	yes	yes	13	2	192.3076923	2	0	0	0	0	0	2	0	2	0	0	2	0	VUB	1
vubh080	April	50.73	4.93	76	3.6	26.93	9.27	7.48	household	Belgium	pre	started myself	other	closed lid	yes	rye	wholemeal	yes	no	tap water	no	8	95	20	10	kitchen counter	250	19	4	yes	no	yes	yes	no	no	no	0	0	0	0	1	0	0	0	0	0	1	keep at RT	8	>5	yes	no	no	yes	no	no	11	0	194.7368421	1	0	0	0	1	0	0	0	2	0	0	0	0	VUB	5
vubh081	April	46.57	2.71	321	4.12	26.223	9.18	6.95	household	France	post	started myself	glass jar	loose lid	no	rye	endosperm	no	yes	tap water	no	8	25	23	4	warm place	100	4	4	no	no	no	no	yes	no	no	0	0	0	1	0	0	0	0	0	0	1	fridge	12	0.5 to 2	yes	no	no	no	no	no	0	4	200	1	1	1	0	0	0	1	0	0	0	0	0	1	VUB	3
vubh077	April	43.4	-1.63	30	3.66	15.466	9.2	7.19	household	France	pre	started myself	glass jar	loose lid	yes	wheat	endosperm	yes	yes	tap water	no	8	100	34	2	proofing chamber	50	4	4.11	yes	no	no	no	no	no	no	1	0	1	0	0	0	0	0	0	0	2	fridge	4	professional	yes	no	no	no	yes	no	6	2	220	1	1	0	0	0	0	0	0	0	0	0	2	0	VUB	2
vubh097	May	50.03	3.05	112	3.69	18.764	0	6.61	artisanal bakery	France	post	started myself	plastic container	closed lid	yes	rye	endosperm	no	no	tap water	no	4	3000	20	5	kitchen counter	50	4	4.4	no	no	no	no	no	yes	no	0	0	0	1	0	0	0	0	0	0	1	fridge	4	2 to 5	yes	no	no	yes	no	no	0	5	200	0	0	0	0	0	0	0	0	0	0	0	2	0	VUB	2
vubh075	April	42.9	2.12	595	3.76	16.412	9.19	7.77	household	France	covid	started myself	other	loose lid	no	other	mix	yes	yes	spring water	no	2	55	25	5.5	warm place	30	11	4.4	yes	no	no	no	yes	no	no	0.82	0	0	0.18	0	0	0	0	0	0	1	fridge	4	>5	yes	no	no	yes	yes	no	4	1	181.8181818	1	0	0	0	0	0	0	0	0	0	0	0	0	VUB	5
vubh091	May	48.35	-4.23	76	3.84	16.6	9.23	7.42	household	France	covid	started myself	glass jar	closed lid	no	wheat	wholemeal	yes	yes	tap water (descaled/filtered)	no	8	120	22	3.5	warm place	50	4	4.4	no	no	no	no	yes	no	no	1	1	0	0	0	0	0	0	0	0	1	keep at RT	4	2 to 5	yes	no	no	no	yes	no	3	7	166.6666667	0	2	0	0	0	0	0	0	1	0	1	0	0	VUB	3
vubh089	May	48.67	2.32	49	3.76	16.95	9.47	7.32	household	France	post	received from a home baker	plastic container	closed lid	yes	wheat	wholemeal	yes	yes	bottled water	yes	8	22	20	10	kitchen counter	50	4	4.4	yes	no	no	no	yes	yes	no	0	0	1	0	0	0	0	0	0	0	1	fridge	4	2 to 5	yes	no	no	yes	no	no	1		200	1	2	0	0	0	0	0	0	1	0	0	0	0	VUB	3
vubh074	April	48.71	2.39	85	3.97	18.183	8.48	6.91	household	France	post	started myself	glass jar	closed lid	yes	wheat	wholemeal	yes	yes	bottled water	no	4	50	26	4	proofing chamber	200	4	4.4	yes	no	no	no	yes	yes	no	0	0	1	0	0	0	1	0	0	0	1	fridge	4	<0.5	yes	no	no	yes	no	no	0	2	200	0	1	0	0	0	0	0	0	1	0	1	0	0	VUB	3
vubh088	May	46.3	2.75	367	3.57	15.499	8.6	7.57	household	France	post	started myself	glass jar	closed lid	yes	wheat	wholemeal	no	no	bottled water	no	8	25	20	12	kitchen counter	470	5	4.6	yes	no	no	no	no	no	no	1	0	1	0	0	0	0	0	0	0	1	fridge	8	2 to 5	yes	no	no	yes	yes	no	1	1	200	1	0	1	0	1	0	0	0	0	0	0	0	1	VUB	4
vubh078	April	50.63	3.1	27	3.39	13.2	9.36	7.25	household	France	covid	started myself	glass jar	other	yes	wheat	endosperm	yes	yes	tap water	no	4	120	18	12	kitchen counter	10	4	4.4	no	no	no	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	2 to 5	yes	yes	no	yes	yes	no	4	2	200	1	1	0	0	1	0	0	0	0	0	0	1	0	VUB	3
vubh094	May	48.62	2.42	78	3.54	17.723	9.11	6.94	household	France	covid	started myself	plastic container	closed lid	yes	rye	endosperm	yes	yes	bottled water	no	12	20	10	24	fridge	12	10	4.8	yes	no	no	no	no	yes	no	0	0	0	1	0	0	0	0	0	0	2	fridge	4	>5	yes	no	no	no	no	no	3	1	200	1	1	0	0	0	0	1	0	0	0	0	0	0	VUB	3
vubh102	June	48.12	-1.67	47	3.45	23.53	8.95	6.32	household	France	pre	received from a home baker	glass jar	closed lid	yes	other	other	yes	yes	tap water	no	4	60	17	1	kitchen counter	500	5	4.1	no	no	no	no	yes	no	yes	0	0	0	0	0	0	0	0	0	0	2	fridge	4	>5	yes	no	no	yes	yes	no	7	2	200	2	1	0	0	0	0	0	0	1	0	0	1	0	VUB	3
vubh026	July	50.86	4.74	33	3.55	21.125	9.39	7.42	artisanal bakery	Belgium	covid	started myself	glass jar	closed lid	yes	wheat	wholemeal	no	no	tap water	no	30	180	23	18	kitchen counter	100	3	3.8	no	no	no	no	no	no	no	0	0	1	0	0	0	0	0	0	0	1	keep at RT	30	professional	no	no	no	no	no	no	3		200	1	0	0	0	0	0	1	0	1	0	0	0	0	VUB	1
vubh024	July	50.91	4.76	71	3.6	13.043	9.15	7.31	household	Belgium	covid	started myself	glass jar	closed lid	no	wheat	endosperm	yes	yes	tap water	no	30	50	24	8	kitchen counter	30	24	4.4	yes	yes	no	no	no	yes	no	1	0	0	0	0	0	0	0	0	0	1	keep at RT	8	2 to 5	yes	no	yes	no	no	no	3	0	180	0	1	0	0	0	0	1	1	1	0	0	0	0	VUB	3
vubh030	November	50.84	4.38	50	3.63	19.599	8.98	6.86	household	Belgium	pre	received from a bakery	plastic container	closed lid	yes	other	mix	yes	yes	tap water (descaled/filtered)	no	4	50	30	9	kitchen counter	125	8	4.1	no	no	no	no	no	yes	no	0	0	0.5	0	0.5	0	0	0	0	0	1	fridge	8	>5	yes	no	yes	yes	yes	no	6	28	200	1	0	0	0	0	0	0	0	0	0	0	2	0	VUB	3
vubh025	July	50.9	4.73	22	3.61	28.242	10.34	8.71	household	Belgium	covid	started myself	glass jar	closed lid	yes	wheat	wholemeal	yes	yes	tap water	no	30	50	22	10	kitchen counter	110	5	4.4	no	no	no	no	yes	yes	no	0	0	1	0	0	0	0	0	0	0	1	fridge	30	2 to 5	no	no	yes	no	yes	no	1	3	200	0	1	0	0	0	0	1	0	0	0	0	1	0	VUB	5
vubh027	July	50.99	5.42	61	3.59	16.166	9.24	7.13	household	Belgium	pre	received from a bakery	glass jar	plastic wrap	yes	wheat	wholemeal	yes	yes	tap water (descaled/filtered)	no	8	70	22	12	kitchen counter	150	21	3.8	yes	no	no	no	yes	yes	no	0.7	0	0.3	0	0	0	0	0	0	0	1	keep at RT	8	>5	yes	no	yes	yes	yes	yes	8	0	200	1	2	0	0	0	0	0	0	1	0	0	1	0	VUB	1
vubh022	July	50.86	4.69	51	3.8	17.705	9.21	7.22	household	Belgium	post	started myself	glass jar	loose lid	yes	wheat	wholemeal	yes	yes	tap water (descaled/filtered)	no	2	115	22	10	kitchen counter	50	4	4.1	yes	no	no	no	yes	yes	no	0.9	0	1	0.1	0	0	0	0	0	0	2	fridge	3	2 to 5	yes	no	no	no	no	no	1	0	200	0	0	0	1	0	0	0	0	0	0	1	0	0	VUB	1
vubh023	July	50.86	4.69	51	3.89	22.387	9.24	6.45	household	Belgium	post	started myself	glass jar	loose lid	yes	rye	endosperm	yes	yes	tap water (descaled/filtered)	no	1	70	22	8	kitchen counter	50	4	3.1	yes	no	no	no	yes	yes	no	0	0	0	1	0	0	0	0	0	0	2	fridge	3	2 to 5	yes	no	no	no	no	no	1	0	200	0	0	0	0	0	0	1	0	1	0	0	0	0	VUB	1
vubh041	September	50.86	4.77	41	3.57	14.62	10.09	7.21	household	Belgium	pre	received from a home baker	glass jar	loose lid	yes	wheat	endosperm	yes	yes	tap water	no	4	426	28	8	warm place	65	3	5.4	no	no	no	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	2 to 5	yes	no	no	no	no	no	5	16	200	2	1	0	0	0	0	0	0	1	0	0	0	0	VUB	2
vubh020	December	50.94	4.33	50	3.68	23.943	9.84		household	Belgium	pre	received from a home baker	glass jar	loose lid	yes	other	mix	yes	yes	tap water	no	4	570	25	6	kitchen counter	220	5	4.6	no	no	no	no	yes	yes	no	0.5	0	0	0.1	0	0	0.5	0	0	0.1	1	fridge	4	>5	yes	no	no	yes	no	no	16	28	161.4035088	1	1	0	0	0	0	1	0	1	0	0	1	0	VUB	1
vubh028	February	50.86	4.74	33	3.73	16.71	9.1	7.85	household	Belgium	pre	started myself	glass jar	loose lid	no	other	other	no	no	tap water	no	30	100	7	24	fridge	500	7	4.6	no	no	no	no	yes	yes	yes	0	0	0	0	0	0	0	0	0	0	1	fridge	30	>5	yes	no	yes	no	no	no	10		200	2	1	0	0	0	0	0	0	1	0	0	0	0	VUB	5
vubh034	April	51.2	4.42	11	3.71	20.55	9.04	6.66	household	Belgium	covid	started myself	glass jar	loose lid	yes	rye	wholemeal	yes	yes	tap water	no	4	50	18	48	fridge	150	4	5.4	no	no	no	no	yes	yes	no	1	0	0	0	1	0	0	0	0	0	1	fridge	4	2 to 5	yes	no	yes	no	no	no	2		200	1	1	0	0	0	0	2	0	0	0	0	1	0	VUB	5
vubh021	July	50.95	5.31	28	3.7	23.289	9.45	7.62	household	Belgium	pre	started myself	plastic container	closed lid	no	rye	wholemeal	yes	yes	tap water	no	4	50	22	12	kitchen counter	100	6	4.2	yes	yes	no	no	no	yes	no	0	0	0	0	1	0	0	0	0	0	1	fridge	4	>5	yes	no	no	yes	yes	no	11	1	200	1	2	0	0	0	0	0	0	1	0	0	0	0	VUB	3
vubh029	August	50.89	4.7	41	3.84	24.333	9.19	7.41	household	Belgium	pre	started myself	glass jar	closed lid	yes	spelt	wholemeal	yes	yes	tap water	no	4	120	24	3	kitchen counter	70	3	4.6	no	no	no	no	yes	no	no	0	0	0	0	0	1	0	0	0	0	2	fridge	8	>5	yes	no	yes	no	yes	yes	8		150	0	2	0	0	0	0	0	0	1	0	0	0	0	VUB	5
vubh032	September	51.12	4.47	13	3.56	44.901	9.44		household	Belgium	covid	received from a bakery	glass jar	closed lid	yes	other	mix	no	no	tap water	no	4	150	20	24	kitchen counter	70	6	3.8	yes	no	no	no	yes	no	no	0.05	0	0.05	0	0	0	0.9	0	0	0	1	fridge	8	2 to 5	no	no	no	no	no	no	3	1	166.6666667	1	0	0	0	1	0	1	0	1	0	1	1	0	VUB	5
vubh031	September	50.76	4.64	38	3.58	14.399	9.35	5.85	artisanal bakery	Belgium	pre	started myself	glass jar	closed lid	yes	wheat	endosperm	yes	yes	tap water	no	2	70	25	4	kitchen counter	65	10	4.6	no	yes	no	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0	1	keep at RT	4	professional	yes	no	no	no	no	no	9		200	1	0	0	0	0	0	0	0	0	0	0	2	0	VUB	1
vubh035	November	50.89	4.1	11	3.58	18.939	8.51	7.02	household	Belgium	pre	received from a home baker	plastic container	closed lid	no	wheat	wholemeal	no	no	tap water	no	1	200	20	8	kitchen counter	100	5	4.6	yes	no	no	no	yes	yes	no	0	0	1	0	0	0	0	0	0	0	1	fridge	1	>5	yes	no	no	no	no	no	8	7	200	1	1	0	0	0	0	0	0	2	0	0	1	0	VUB	2
vubh033	September	51.2	5.05	26	3.49	12.24	8.78	7.37	household	Belgium	covid	started myself	glass jar	loose lid	yes	wheat	endosperm	yes	yes	tap water	no	12	50	21	12	kitchen counter	75	21	4.4	yes	yes	no	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	0.5 to 2	yes	no	no	no	yes	no	2	1	200	1	1	0	0	0	0	1	0	0	0	1	0	1	VUB	3
vubh054	December	50.9	4.73	22	3.7	16.408	8.92	6	household	Belgium	pre	started myself	glass jar	closed lid	yes	rye	wholemeal	yes	yes	tap water	no	4	80	19	15	kitchen counter	40	4	4.1	yes	no	no	no	yes	yes	no	0	0	0	0	1	0	0	0	0	0	1	fridge	2	professional	yes	no	yes	no	no	no	5	3	200	2	0	0	1	0	0	0	0	1	0	0	1	0	VUB	1
vubh039	October	50.96	4.71	8	3.97		9.85	7.59	household	Belgium	pre	started myself	glass jar	loose lid	yes	wheat	endosperm	no	no	tap water	no	4	100	20	12	kitchen counter	200	5	4.4	yes	no	no	no	no	yes	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	2 to 5	no	no	no	no	no	no	4		180	1	1	0	0	0	0	1	0	0	0	0	1	0	VUB	3
vubh036	November	51.01	4.6	14	3.8	17.573	8.8	6.96	household	Belgium	post	started myself	glass jar	closed lid	yes	other	other	yes	yes	bottled water	no	4	100	21	3	kitchen counter	150	7	4.6	yes	no	no	no	yes	yes	yes	0	0	0	0	0	0	0	0	0	0	1	fridge	8	2 to 5		no	no	no	no	no	1		150	1	0	0	0	0	0	0	0	1	0	0	0	0	VUB	2
vubh056	December	50.88	4.74	37	4.04	18.73	8.48	7.68	household	Belgium	covid	started myself	glass jar	loose lid	no	rye	endosperm	yes	yes	tap water	no	4	75	19	24	kitchen counter	300	4	4.1	yes	no	no	no	yes	yes	no	0	0	0	1	0	0	0	0	0	0	1	fridge	1	2 to 5	yes	yes	no	no	no	no	3	0	200	2	0	0	0	0	1	1	1	1	0	0	1	0	VUB	3
vubh038	October	51.04	3.65	11	3.52	11.852	8.77	7.09	household	Belgium	covid	started myself	glass jar	closed lid	no	wheat	endosperm	yes	yes	tap water	no	7	100	5	48	fridge	210	5	4.2	yes	no	no	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0	1	fridge	6	>5	yes	no	yes	no	yes	yes	3	0	200	1	1	1	0	0	0	1	0	1	0	0	1	0	VUB	2
vubh043	October	51.18	5.11	26	3.89	19.72	9.52	7.42	household	Belgium	pre	received from a home baker	glass jar	other	yes	other	other	yes	yes	tap water	no	30	100	18	7	proofing chamber				no	no	no	no	no	no	yes	0	0	0	0	0	0	0	0	0	0	1	keep at RT	12	professional	yes	yes	yes	yes	yes	yes	10		200														VUB	1
vubh037	October	50.82	4.08	76	3.69	10.72	8.88	7.89	household	Belgium	covid	started myself	glass jar	closed lid	no	wheat	endosperm	no	no	tap water	no	2	50	19	12	kitchen counter	100	8	4.6	yes	no	no	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	2 to 5	yes	no	no	no	no	no	3		200	1	1	0	0	0	0	1	0	0	0	1	0	0	VUB	3
vubh055	December	50.85	4.48	63	3.69	14.847	9.29		household	Belgium	covid	received from a home baker	glass jar	loose lid	no	wheat	wholemeal	yes	yes	tap water	no	2	100	18	12	kitchen counter	20	4	4.1	no	no	no	no	yes	yes	no	1	0	1	0	0	0	0	0	0	0	1	keep at RT	4	>5	yes	yes	no	yes	yes	no	2		200	1	0	0	0	0	0	1	0	0	0	0	0	0	VUB	1
vubh047	November	50.75	5.48	111	3.95	18.32	9.51		household	Belgium	pre	started myself	glass jar	closed lid	yes	wheat	wholemeal	no	no	tap water (descaled/filtered)	no	4	65	22	4	kitchen counter	120	4	5.4	no	no	no	no	no	no	no	0	0	1	0	0	0	0	0	0	0	5	fridge	4	>5	yes	no	no	no	no	no	8		176.9230769	1	0	0	0	0	0	1	0	0	0	0	1	0	VUB	1
vubh048	November	50.75	5.48	111	3.45	9.04	8.95		household	Belgium	post	started myself	glass jar	closed lid	yes	wheat	endosperm	no	no	tap water (descaled/filtered)	yes	4	55	22	4	kitchen counter	120	4	5.1	no	no	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0	5	fridge				no	no	no	no	no	0		190.9090909	0	0	0	0	0	1	1	0	0	0	0	1	0	VUB	1
vubh049	November	50.75	5.48	111	3.97	14.72			household	Belgium	pre	started myself	glass jar	closed lid	yes	rye	wholemeal	no	no	tap water (descaled/filtered)	no	4	55	22	4	kitchen counter	125	4	5.4	no	no	no	no	no	no	no	0	0	0	0	1	0	0	0	0	0	5	fridge				no	no	no	no	no	8		218.1818182	1	0	0	0	0	0	1	0	0	0	0	1	0	VUB	1
vubh050	November	50.75	5.48	111	4.17	12.72	9.35		household	Belgium	post	started myself	glass jar	closed lid	yes	wheat	endosperm	no	no	tap water (descaled/filtered)	yes	1	75	22	4	kitchen counter	125	4	4.8	no	no	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0	5	fridge				no	no	no	no	no	0		146.6666667	0	0	0	0	0	1	1	0	0	0	0	1	0	VUB	1
vubh051	November	50.75	5.48	111	4.27	11.56	9.28		household	Belgium	post	started myself	glass jar	closed lid	yes	wheat	endosperm	no	no	tap water (descaled/filtered)	yes	4	60	22	4	kitchen counter	140	4	5.4	no	no	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0	5	fridge				no	no	no	no	no	0		183.3333333	2	0	0	0	0	0	1	0	0	0	0	0	0	VUB	1
vubh044	November	51.08	4.92	15	4.23	7.6	8.82	5.82	household	Belgium	covid	started myself	glass jar	loose lid	yes	spelt	endosperm	yes	yes	bottled water	yes	4	100	21	6	kitchen counter	300	5	5.4	no	yes	no	no	yes	no	no	0	0	0	0	0	0	1	0	0	0	5	fridge	4	professional	yes	no	no	no	yes	no	3		200	1	0	0	0	0	0	1	0	0	0	0	0	0	VUB	1
vubh045	November	51.42	5.45	17	3.86	14.29	9.51	6.71	household	Netherlands	covid	started myself	glass jar	loose lid	no	wheat	endosperm	no	no	tap water	no	30	88	21	14	kitchen counter	20	21	4.6	no	no	no	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	1	keep at RT	4	2 to 5	yes	no	no	no	no	no	2	7	200	0	0	0	0	0	0	1	0	0	0	0	1	0	VUB	2
vubh052	November	51.63	5.22	6	4.26	14.83	9.24	7.37	household	Netherlands	pre	started myself	glass jar	loose lid	yes	other	mix	yes	yes	tap water	no	4	45	21	12	proofing chamber	10	7	5.1	no	no	no	no	no	no	no	0.8	0	0	0	0.2	0	0	0	0	0	1	keep at RT	8	>5	no	no	no	no	no	no	9	2	200	1	1	0	1	0	0	0	0	1	0	0	0	0	VUB	3
vubh042	September	51.81	4.66	5			9.32	7.34	household	Netherlands	post	started myself	glass jar	loose lid	yes	rye	endosperm	yes	yes	tap water (descaled/filtered)	no	8	60	20	9	kitchen counter	105	20	4.6	yes	no	no	no	yes	no	no	0	0	0	1	0	0	0	0	0	0	2	fridge	8	0.5 to 2	yes	no	no	no	no	no	0		200	2	0	0	0	0	0	0	0	0	0	0	1	0	VUB	5
vubh058	December	52.09	4.97	3	3.6	13.206	9.03	6.88	household	Netherlands	pre	started myself	plastic container	closed lid	no	wheat	endosperm	yes	yes	tap water	no	8	100	18	10	kitchen counter	45	4	4.4	yes	yes	no	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	2 to 5	yes	no	no	yes	yes	no	5	10	200	2	0	0	0	0	0	0	0	0	0	0	0	0	VUB	3
vubh040	August	50.91	5.46	41	3.62	19.59	9.87	8.03	household	Belgium	covid	received from a home baker	glass jar	closed lid	no	rye	wholemeal	yes	yes	tap water	no	8	50	22	9	warm place	30	8	4.6	no	yes	no	no	yes	no	no	0	0	0	0	1	0	0	0	0	0	1	fridge	2	2 to 5	yes	no	no	no	no	no	2		200	1	1	0	1	1	0	0	0	1	0	0	1	0	VUB	5
vubh057	December	51.95	5.93	12	3.778	20.565	9.35	6.79	household	Netherlands	pre	started myself	glass jar	loose lid	yes	other	mix	yes	yes	tap water	no	4	20	4	48	fridge	50	4		no	yes	no	no	no	no	no	0	0	0	0.5	0	0	0.5	0	0	0	2	fridge	4	>5	yes	no	no	yes	yes	no	6	3	200	1	1	0	0	0	0	1	0	1	0	1	1	0	VUB	1
vubh046	November	51.39	5.58	25	3.68	24.42	9.49	5.47	household	Netherlands	post	received from a bakery	glass jar	loose lid	yes	wheat	wholemeal	yes	yes	tap water	no	8	400	19	4	kitchen counter	100	4	4.6	yes	no	no	no	yes	yes	no	0	0	1	0	0	0	0	0	0	0	1	fridge	4	0.5 to 2	yes	no	no	no	no	no	0	8	200	1	0	0	0	0	0	0	0	0	0	1	1	0	VUB	3
